iata_code,country,latitude,longitude
FAR,United States,46.92070007,-96.81580353
FAT,United States,36.77619934,-119.7180023
FAV,French Polynesia,-16.05410004,-145.6569977
FAY,United States,34.99119949,-78.88030243
FAZ,Iran,28.89179993,53.72330093
FBA,Brazil,-2.53260994,-66.08319855
FBD,Afghanistan,37.121101,70.518097
FBE,Brazil,-26.05920029,-53.06349945
FBG,United States,35.13180161,-78.93669891
FBK,United States,64.83750153,-147.6139984
FBM,Congo (Kinshasa),-11.59130001,27.53089905
FBR,United States,41.39189911,-110.4069977
FBU,Norway,59.89580154,10.6171999
FCA,United States,48.3105011,-114.2559967
FCB,South Africa,-28.82309914,27.90889931
FCM,United States,44.82720184,-93.45709991
FCN,Germany,53.7677002,8.658499718
FCO,Italy,41.8002778,12.2388889
FCS,United States,38.67839813,-104.7570038
FDF,Martinique,14.5909996,-61.00320053
FDH,Germany,47.67129898,9.511489868
FDO,Argentina,-34.4532,-58.5896
FDU,Congo (Kinshasa),-3.311320066,17.38170052
FDW,United States,34.315472,-81.108806
FDY,United States,41.01350021,-83.66870117
FEG,Uzbekistan,40.35879898,71.74500275
FEL,Germany,48.205555,11.266944
FEN,Brazil,-3.85493,-32.423302
FET,United States,41.44910049,-96.52020264
FEZ,Morocco,33.9272995,-4.97796011
FFA,United States,36.01819992,-75.6713028
FFD,United Kingdom,51.68220139,-1.790030003
FFO,United States,39.8260994,-84.0483017
FFT,United States,38.18249893,-84.90470123
FFU,Chile,-43.18920135,-71.85109711
FGI,Samoa,-13.84869957,-171.7400055
FGU,French Polynesia,-15.81989956,-140.8869934
FHU,United States,31.58849907,-110.3440018
FIE,United Kingdom,59.53580093,-1.628059983
FIG,Guinea,10.35060024,-13.56919956
FIH,Congo (Kinshasa),-4.38575,15.4446
FIK,Australia,-25.59469986,134.5829926
FIZ,Australia,-18.18190002,125.5589981
FJR,United Arab Emirates,25.11219978,56.32400131
FKB,Germany,48.77939987,8.080499649
FKI,Congo (Kinshasa),0.4816389978,25.33799934
FKJ,Japan,36.14279938,136.223999
FKL,United States,41.37789917,-79.86039734
FKQ,Indonesia,-2.920190096,132.2669983
FKS,Japan,37.22740173,140.4309998
FLA,Colombia,1.58919,-75.5644
FLB,Brazil,-6.846389771,-43.07730103
FLD,United States,43.77119827,-88.48840332
FLF,Germany,54.7733345,9.378889084
FLG,United States,35.13850021,-111.6709976
FLL,United States,26.072599,-80.152702
FLN,Brazil,-27.67027855,-48.55250168
FLO,United States,34.1853981,-79.72389984
FLP,United States,36.29090118,-92.59030151
FLR,Italy,43.810001,11.2051
FLS,Australia,-40.09170151,147.9929962
FLV,United States,39.36830139,-94.91470337
FLW,Portugal,39.45529938,-31.13139915
FLZ,Indonesia,1.55594,98.888901
FMA,Argentina,-26.2127,-58.2281
FME,United States,39.08539963,-76.75939941
FMH,United States,41.65840149,-70.52140045
FMI,Congo (Kinshasa),-5.875559807,29.25
FMM,Germany,47.98880005,10.23950005
FMN,United States,36.74119949,-108.2300034
FMO,Germany,52.13460159,7.684830189
FMY,United States,26.58659935,-81.86329651
FNA,Sierra Leone,8.61644,-13.1955
FNB,Germany,53.6022,13.306
FNC,Portugal,32.697899,-16.7745
FNI,France,43.75740051,4.416349888
FNJ,North Korea,39.224098,125.669998
FNL,United States,40.451804,-105.011
FNR,United States,58.25439835,-134.897995
FNT,United States,42.9654007,-83.74359894
FNU,Italy,39.895308,8.642661
FOC,China,25.93510056,119.663002
FOD,United States,42.55149841,-94.19259644
FOE,United States,38.95090103,-95.66359711
FOG,Italy,41.432899,15.535
FOK,United States,40.84370041,-72.63179779
FOM,Cameroon,5.636919975,10.75080013
FON,Costa Rica,10.478,-84.634499
FOR,Brazil,-3.776279926,-38.5326004
FOS,Australia,-30.83810043,128.1150055
FPO,Bahamas,26.55870056,-78.69560242
FPR,United States,27.49510002,-80.36830139
FRA,Germany,50.033333,8.570556
FRB,Australia,-33.363602,147.934998
FRC,Brazil,-20.592199,-47.3829
FRD,United States,48.52199936,-123.0240021
FRE,Solomon Islands,-8.1075,159.576996
FRG,United States,40.72880173,-73.41339874
FRI,United States,39.05530167,-96.76450348
FRJ,France,43.4175,6.7357
FRL,Italy,44.194801,12.0701
FRN,United States,61.26639938,-149.6529999
FRO,Norway,61.58359909,5.024720192
FRS,Guatemala,16.91379929,-89.86640167
FRU,Kyrgyzstan,43.06129837,74.4776001
FRW,Botswana,-21.1595993,27.47450066
FRY,United States,43.99110031,-70.94789886
FRZ,Germany,51.1146,9.286
FSC,France,41.50059891,9.097780228
FSD,United States,43.58200073,-96.74189758
FSI,United States,34.64979935,-98.40219879
FSM,United States,35.33660126,-94.36740112
FSP,Saint Pierre and Miquelon,46.76290131,-56.17309952
FSS,United Kingdom,57.6493988,-3.560640097
FST,United States,30.91570091,-102.9160004
FTA,Vanuatu,-19.51639938,170.2319946
FTE,Argentina,-50.2803,-72.053101
FTI,American Samoa,-14.2172,-169.425003
FTK,United States,37.90710068,-85.9720993
FTU,Madagascar,-25.03809929,46.95610046
FTW,United States,32.819801,-97.362396
FTX,Congo (Kinshasa),-0.5313500166,15.95009995
FTY,United States,33.77909851,-84.52140045
FUE,Spain,28.45269966,-13.86380005
FUG,China,32.882157,115.734364
FUJ,Japan,32.66630173,128.8329926
FUK,Japan,33.58589935,130.451004
FUL,United States,33.87200165,-117.9800034
FUN,Tuvalu,-8.525,179.195999
FUO,China,23.08329964,113.0699997
FUT,Wallis and Futuna,-14.31140041,-178.0659943
FWA,United States,40.97850037,-85.19509888
FWH,United States,32.76919937,-97.4414978
FXE,United States,26.19729996,-80.17070007
FXO,Mozambique,-14.815,36.529999
FYJ,China,48.199494,134.366447
FYN,China,46.804169,89.512006
FYT,Chad,17.91710091,19.11109924
FYU,United States,66.57150269,-145.25
FYV,United States,36.00510025,-94.17009735
FZI,United States,41.1908333,-83.3930833
FZO,United Kingdom,51.51940155,-2.590830088
GAD,United States,33.972599,-86.088996
GAE,Tunisia,33.87689972,10.10330009
GAF,Tunisia,34.42200089,8.822500229
GAH,Australia,-25.61440086,151.6190033
GAI,United States,39.16830063,-77.16600037
GAJ,Japan,38.41189957,140.3710022
GAL,United States,64.73619843,-156.9369965
GAM,United States,63.76679993,-171.7330017
GAN,Maldives,-0.693342,73.155602
GAO,Cuba,20.08530045,-75.15830231
GAQ,Mali,16.24839973,-0.005456000101
GAS,Kenya,-0.4635080099,39.64830017
GAU,India,26.10610008,91.58589935
GAY,India,24.74430084,84.95120239
GBA,United Kingdom,51.668095,-2.05694
GBB,Azerbaijan,40.826667,47.7125
GBD,United States,38.34429932,-98.85919952
GBE,Botswana,-24.555201,25.9182
GBG,United States,40.93799973,-90.43109894
GBJ,Guadeloupe,15.86870003,-61.27000046
GBK,Sierra Leone,7.767000198,-12.38300037
GBT,Iran,36.90940094,54.40129852
GBZ,New Zealand,-36.24140167,175.4720001
GCC,United States,44.34889984,-105.5390015
GCH,Iran,30.33760071,50.82799912
GCI,Guernsey,49.43500137,-2.601969957
GCJ,South Africa,-25.98629951,28.14010048
GCK,United States,37.92750168,-100.723999
GCM,Cayman Islands,19.2928009,-81.35769653
GCN,United States,35.95240021,-112.1470032
GDC,United States,34.758301,-82.376404
GDE,Ethiopia,5.935130119,43.57860184
GDL,Mexico,20.52179909,-103.310997
GDN,Poland,54.37760162,18.46619987
GDO,Venezuela,7.233333111,-70.80000305
GDQ,Ethiopia,12.51990032,37.43399811
GDT,Turks and Caicos Islands,21.44449997,-71.14230347
GDV,United States,47.13869858,-104.8069992
GDW,United States,43.97060013,-84.47499847
GDX,Russia,59.9109993,150.7200012
GDZ,Russia,44.58209263,38.01248074
GEA,New Caledonia,-22.25830078,166.4730072
GEC,Cyprus,35.235947,33.724358
GED,United States,38.68920135,-75.35890198
GEG,United States,47.61989975,-117.5339966
GEL,Brazil,-28.2817,-54.169102
GEO,Guyana,6.498549938,-58.2541008
GER,Cuba,21.83469963,-82.78379822
GES,Philippines,6.058000088,125.0960007
GET,Australia,-28.796101,114.707001
GEU,United States,33.5269167,-112.2951389
GEV,Sweden,67.13240051,20.81459999
GEX,Australia,-38.22499847,144.3329926
GFF,Australia,-34.25080109,146.0670013
GFK,United States,47.949299,-97.176102
GFL,United States,43.34120178,-73.61029816
GFN,Australia,-29.75939941,153.0299988
GFO,Guyana,6.358864,-58.655207
GFR,France,48.8830986,-1.564170003
GFY,Namibia,-19.60219955,18.12269974
GGE,United States,33.31169891,-79.31960297
GGG,United States,32.38399887,-94.71150208
GGM,Kenya,0.2713420093,34.78730011
GGS,Argentina,-48.7831,-70.150002
GGT,Bahamas,23.56259918,-75.87799835
GGW,United States,48.212502,-106.614998
GHA,Algeria,32.38410187,3.79411006
GHB,Bahamas,25.28470039,-76.33100128
GHC,Bahamas,25.7383,-77.840103
GHF,Germany,49.64810181,9.966489792
GHT,Libya,25.14559937,10.14260006
GHU,Argentina,-33.0103,-58.6131
GIB,Gibraltar,36.15119934,-5.34965992
GIC,Australia,-9.232780457,142.2180023
GID,Burundi,-3.417209,29.911308
GIF,United States,28.062901,-81.753304
GIG,Brazil,-22.80999947,-43.25055695
GII,Guinea,11.43299961,-9.166999817
GIL,Pakistan,35.91880035,74.33360291
GIR,Colombia,4.27624,-74.7967
GIS,New Zealand,-38.66329956,177.9779968
GIT,Tanzania,-2.813667,32.172472
GIU,Sri Lanka,7.956669807,80.72850037
GIZ,Saudi Arabia,16.90110016,42.58580017
GJA,Honduras,16.4454,-85.906601
GJL,Algeria,36.79510117,5.87361002
GJM,Brazil,-10.78639984,-65.28479767
GJR,Iceland,65.99530029,-21.32690048
GJT,United States,39.12239838,-108.5270004
GKA,Papua New Guinea,-6.081689835,145.3919983
GKE,Germany,50.9608,6.04242
GKK,Maldives,0.7324,73.4336
GKL,Australia,-23.18330002,150.9420013
GKN,United States,62.1548996,-145.4570007
GLA,United Kingdom,55.87189865,-4.433060169
GLD,United States,39.37060165,-101.6989975
GLF,Costa Rica,8.654009819,-83.18219757
GLH,United States,33.48289871,-90.98560333
GLI,Australia,-29.67499924,151.6889954
GLK,Somalia,6.780829906,47.45470047
GLO,United Kingdom,51.89419937,-2.167220116
GLQ,United Kingdom,55.8622,-4.2512
GLR,United States,45.01350021,-84.70359802
GLS,United States,29.26530075,-94.86039734
GLT,Australia,-23.869699,151.223007
GLU,Bhutan,26.88456,90.46412
GLV,United States,64.55049896,-163.0070038
GLW,United States,37.03179932,-85.9536972
GLZ,Netherlands,51.56740189,4.931829929
GMA,Congo (Kinshasa),3.235369921,19.77129936
GMB,Ethiopia,8.128760338,34.56309891
GMD,Morocco,33.655399,-7.22145
GME,Belarus,52.52700043,31.01670074
GML,Ukraine,50.60350037,30.19190025
GMO,Nigeria,10.29833333,10.89638889
GMP,South Korea,37.5583,126.791
GMQ,China,34.418066,100.301144
GMR,French Polynesia,-23.07990074,-134.8899994
GMU,United States,34.84790039,-82.34999847
GMV,United States,37.01670074,-110.2009964
GMZ,Spain,28.02960014,-17.21459961
GNA,Belarus,53.60200119,24.05380058
GNB,France,45.36289978,5.329370022
GND,Grenada,12.00419998,-61.78620148
GNI,Taiwan,22.6739006,121.4660034
GNM,Brazil,-14.20820045,-42.74610138
GNR,Argentina,-39.0007019,-67.62049866
GNS,Indonesia,1.16638,97.704697
GNT,United States,35.16730118,-107.9020004
GNV,United States,29.69009972,-82.27179718
GNY,Turkey,37.445663,38.895592
GNZ,Botswana,-21.69249916,21.65810013
GOA,Italy,44.4133,8.8375
GOB,Ethiopia,7.1160634,40.0463033
GOH,Greenland,64.19090271,-51.67810059
GOI,India,15.38080025,73.83139801
GOJ,Russia,56.23009872,43.7840004
GOM,Congo (Kinshasa),-1.670809984,29.2385006
GON,United States,41.33010101,-72.04509735
GOO,Australia,-28.52140045,150.3200073
GOP,India,26.73970032,83.4496994
GOQ,China,36.4006,94.786102
GOR,Ethiopia,8.1614,35.5529
GOT,Sweden,57.66279984,12.27980042
GOU,Cameroon,9.335889816,13.37010002
GOV,Australia,-12.26939964,136.8179932
GOX,India,15.7302,73.8631
GOZ,Bulgaria,43.15140152,25.71290016
GPA,Greece,38.1511,21.4256
GPB,Brazil,-25.38750076,-51.52019882
GPI,Colombia,2.57013,-77.8986
GPL,Costa Rica,10.21720028,-83.79699707
GPN,Australia,-11.40250015,130.4219971
GPO,Argentina,-35.69620132,-63.75830078
GPS,Ecuador,-0.4537580013,-90.26589966
GPT,United States,30.40730095,-89.07009888
GPZ,United States,47.21110153,-93.50980377
GQQ,United States,40.7533989,-82.72380066
GRB,United States,44.48509979,-88.12960052
GRF,United States,47.07920074,-122.5810013
GRI,United States,40.96749878,-98.30960083
GRJ,South Africa,-34.0056,22.378902
GRK,United States,31.06719971,-97.8289032
GRM,United States,47.8382988,-90.38289642
GRO,Spain,41.90100098,2.760550022
GRP,Brazil,-11.73960018,-49.13219833
GRQ,Netherlands,53.11970139,6.579440117
GRR,United States,42.88079834,-85.52279663
GRS,Italy,42.759701,11.0719
GRU,Brazil,-23.43555641,-46.47305679
GRW,Portugal,39.09220123,-28.02980042
GRX,Spain,37.18870163,-3.777359962
GRY,Iceland,66.5458,-18.0173
GRZ,Austria,46.99110031,15.43959999
GSB,United States,35.33940125,-77.96060181
GSE,Sweden,57.7747,11.8704
GSI,French Guiana,4.285833,-54.373056
GSJ,Guatemala,13.93620014,-90.83580017
GSO,United States,36.09780121,-79.93730164
GSP,United States,34.89569855,-82.21890259
GSQ,Egypt,22.58569908,28.71660042
GST,United States,58.4253006,-135.7070007
GTE,Australia,-13.97500038,136.4600067
GTF,United States,47.48199844,-111.3710022
GTI,Germany,54.3833313,13.3255558
GTN,New Zealand,-43.90670013,170.128006
GTO,Indonesia,0.6371189952,122.8499985
GTR,United States,33.45029831,-88.59140015
GUA,Guatemala,14.5833,-90.527496
GUB,Mexico,28.0261,-114.024002
GUC,United States,38.53390121,-106.9329987
GUF,United States,30.29050064,-87.67179871
GUH,Australia,-30.96109962,150.2510071
GUI,Venezuela,10.57407761,-62.31266785
GUJ,Brazil,-22.79159927,-45.20479965
GUL,Australia,-34.81029892,149.7259979
GUM,Guam,13.48340034,144.7960052
GUP,United States,35.51110077,-108.7890015
GUQ,Venezuela,9.02694416,-69.75514984
GUR,Papua New Guinea,-10.3114996,150.3339996
GUS,United States,40.64810181,-86.15209961
GUT,Germany,51.922798,8.30633
GUU,Iceland,64.99140167,-23.22470093
GUW,Kazakhstan,47.12189865,51.82139969
GUX,India,24.654699,77.347298
GUY,United States,36.68510056,-101.5080032
GUZ,Brazil,-20.64649963,-40.4919014
GVA,Switzerland,46.23809814,6.108950138
GVL,United States,34.27259827,-83.8302002
GVN,Russia,48.92699814,140.0339966
GVR,Brazil,-18.89520073,-41.98220062
GVT,United States,33.06779861,-96.06529999
GVX,Sweden,60.59329987,16.95140076
GWD,Pakistan,25.23329926,62.32949829
GWE,Zimbabwe,-19.43639946,29.86190033
GWL,India,26.29330063,78.22779846
GWO,United States,33.49430084,-90.08470154
GWT,Germany,54.91320038,8.340470314
GWY,Ireland,53.30020142,-8.941590309
GXF,Yemen,15.96609974,48.78829956
GXG,Angola,-7.754509926,15.2876997
GXH,China,34.8105,102.6447
GXQ,Chile,-45.59420013,-72.10610199
GXY,United States,40.43740082,-104.6330032
GYA,Bolivia,-10.82059956,-65.34559631
GYD,Azerbaijan,40.46749878,50.04669952
GYE,Ecuador,-2.15741992,-79.88359833
GYG,Russia,62.103484,129.545288
GYI,Rwanda,-1.67719996,29.25889969
GYL,Australia,-16.6369,128.451004
GYM,Mexico,27.96899986,-110.9250031
GYN,Brazil,-16.63199997,-49.22069931
GYR,United States,33.42250061,-112.3759995
GYS,China,32.39110184,105.7020035
GYU,China,36.07888889,106.2169444
GYY,United States,41.61629868,-87.41280365
GZA,Palestine,31.24640083,34.27610016
GZI,Afghanistan,33.53120041,68.41290283
GZM,Malta,36.027199,14.2728
GZO,Solomon Islands,-8.097780228,156.8639984
GZP,Turkey,36.299217,32.300598
GZT,Turkey,36.94720078,37.47869873
GZW,Iran,36.240101,50.0471
HAA,Norway,70.48670197,22.13969994
HAC,Japan,33.11500168,139.7859955
HAD,Sweden,56.69110107,12.82019997
HAF,United States,37.51340103,-122.5009995
HAH,Comoros,-11.5337,43.2719
HAJ,Germany,52.46110153,9.685079575
HAK,China,19.93490028,110.4589996
HAM,Germany,53.63040161,9.988229752
HAN,Vietnam,21.22120094,105.8069992
HAO,United States,39.36380005,-84.52200317
HAQ,Maldives,6.744229794,73.17050171
HAR,United States,40.21709824,-76.85150146
HAS,Saudi Arabia,27.437901,41.686298
HAU,Norway,59.34529877,5.208360195
HAV,Cuba,22.98920059,-82.40910339
HAW,United Kingdom,51.83309937,-4.961110115
HBA,Australia,-42.83610153,147.5099945
HBE,Egypt,30.91769981,29.69639969
HBG,United States,31.26479912,-89.25279999
HBR,United States,34.991317,-99.051313
HBX,India,15.36170006,75.0848999
HCJ,China,24.805,107.6997
HCN,Taiwan,22.04109955,120.7300034
HCQ,Australia,-18.23390007,127.6699982
HCR,United States,62.18830109,-159.7749939
HCW,United States,34.71289825,-79.95700073
HDD,Pakistan,25.3181,68.366096
HDE,United States,40.452099,-99.336502
HDF,Germany,53.87870026,14.15229988
HDG,China,36.52583333,114.4255556
HDH,United States,21.5795002,-158.1970062
HDI,United States,35.2201004,-84.83239746
HDM,Iran,34.86920166,48.55250168
HDN,United States,40.48120117,-107.2180023
HDR,Iran,27.1583004,56.17250061
HDS,South Africa,-24.36860085,31.04870033
HDY,Thailand,6.933209896,100.3929977
HEA,Afghanistan,34.20999908,62.22829819
HEH,Burma,20.74699974,96.79199982
HEI,Germany,54.15333176,8.901666641
HEK,China,50.17162094,127.3088837
HEL,Finland,60.31719971,24.9633007
HEM,Finland,60.25460052,25.0428009
HER,Greece,35.33969879,25.18029976
HET,China,40.851398,111.823997
HEW,Greece,37.893299,23.726101
HEX,Dominican Republic,18.46969986,-69.9693985
HFA,Israel,32.80939865,35.04309845
HFD,United States,41.73669815,-72.6493988
HFE,China,31.78000069,117.2979965
HFN,Iceland,64.295601,-15.2272
HFS,Sweden,60.02009964,13.57890034
HFT,Norway,70.67970276,23.66860008
HGA,Somalia,9.518170357,44.08879852
HGD,Australia,-20.81500053,144.2250061
HGE,Venezuela,10.462474,-66.092779
HGH,China,30.22949982,120.4339981
HGI,South Sudan,10.529167,32.500556
HGL,Germany,54.18527985,7.915832996
HGN,Thailand,19.30130005,97.97579956
HGO,Cote d'Ivoire,9.387180328,-5.556660175
HGR,United States,39.707901,-77.72949982
HGS,Sierra Leone,8.397130013,-13.12909985
HGU,Papua New Guinea,-5.826789856,144.2960052
HHE,Japan,40.5564003,141.4660034
HHH,United States,32.22439957,-80.69750214
HHI,United States,21.48349953,-158.0399933
HHN,Germany,49.9487,7.26389
HHP,Hong Kong,22.28937149,114.152153
HHQ,Thailand,12.63619995,99.95149994
HHR,United States,33.922798,-118.334999
HHZ,French Polynesia,-17.54470062,-142.6139984
HIA,China,33.79083333,119.125
HIB,United States,47.38660049,-92.83899689
HID,Australia,-10.58640003,142.2899933
HIF,United States,41.12403,-111.973086
HII,United States,34.571098,-114.358002
HIJ,Japan,34.43610001,132.9190063
HIM,Sri Lanka,8.04981,80.9814
HIN,South Korea,35.088591,128.071747
HIO,United States,45.540401,-122.949997
HIR,Solomon Islands,-9.42800045,160.0549927
HIW,Japan,34.3669014,132.4140015
HJJ,China,27.44111111,109.7
HJR,India,24.81719971,79.91860199
HKD,Japan,41.77000046,140.8220062
HKG,Hong Kong,22.308901,113.915001
HKK,New Zealand,-42.71360016,170.9850006
HKN,Papua New Guinea,-5.462170124,150.4049988
HKT,Thailand,8.1132,98.316902
HKY,United States,35.74110031,-81.38950348
HLA,South Africa,-25.93849945,27.92609978
HLD,China,49.20500183,119.8249969
HLE,United Kingdom,-15.957725,-5.645943
HLF,Sweden,57.525799,15.8233
HLG,United States,40.17499924,-80.64630127
HLH,China,46.195333,122.008333
HLI,United States,36.8932991,-121.4100037
HLJ,Lithuania,56.0705986,23.55809975
HLN,United States,46.60680008,-111.9830017
HLP,Indonesia,-6.266610146,106.8909988
HLR,United States,31.13870049,-97.71450043
HLT,Australia,-37.64889908,142.0650024
HLZ,New Zealand,-37.86669922,175.3320007
HMA,Russia,61.0284996,69.08609772
HMB,Egypt,26.342778,31.742778
HME,Algeria,31.67300034,6.140439987
HMG,Australia,-23.93000031,132.8049927
HMI,China,42.8414,93.669197
HMJ,Ukraine,49.359699,26.933399
HMN,United States,32.85250092,-106.1070023
HMO,Mexico,29.09589958,-111.0479965
HMR,Norway,60.81809998,11.06799984
HMV,Sweden,65.80609894,15.08279991
HMY,South Korea,36.703999,126.486
HNA,Japan,39.42860031,141.1349945
HND,Japan,35.552299,139.779999
HNH,United States,58.0961,-135.410111
HNL,United States,21.32062,-157.924228
HNM,United States,20.79560089,-156.0140076
HNS,United States,59.24380112,-135.5240021
HNY,China,26.9053,112.627998
HOA,Kenya,-1.521999955,40.00400162
HOB,United States,32.6875,-103.2170029
HOD,Yemen,14.75300026,42.97629929
HOE,Laos,20.25729942,100.4369965
HOF,Saudi Arabia,25.2852993,49.48519897
HOG,Cuba,20.78560066,-76.31510162
HOH,Austria,47.38499832,9.699999809
HOI,French Polynesia,-18.07480049,-140.9459991
HOK,Australia,-18.33670044,130.6380005
HOM,United States,59.64559937,-151.477005
HON,United States,44.3852005,-98.22850037
HOP,United States,36.66859818,-87.49620056
HOQ,Germany,50.28861237,11.85638905
HOR,Portugal,38.51990128,-28.71590042
HOS,Argentina,-37.44469833,-70.22250366
HOT,United States,34.47800064,-93.09619904
HOU,United States,29.64539909,-95.27890015
HOV,Norway,62.18000031,6.074100018
HOX,Burma,24.89959908,94.91400146
HPA,Tonga,-19.77700043,-174.3410034
HPB,United States,61.52389908,-166.1470032
HPG,China,31.626,110.34
HPH,Vietnam,20.81940079,106.7249985
HPN,United States,41.06700134,-73.70760345
HQM,United States,46.97119904,-123.9369965
HRB,China,45.62340164,126.25
HRE,Zimbabwe,-17.931801,31.0928
HRG,Egypt,27.17830086,33.79940033
HRI,Sri Lanka,6.284467,81.124128
HRK,Ukraine,49.92480087,36.29000092
HRL,United States,26.22850037,-97.65440369
HRM,Algeria,32.93040085,3.311539888
HRO,United States,36.26150131,-93.15470123
HRS,South Africa,-28.23509979,29.10619926
HRT,United Kingdom,54.0489006,-1.252750039
HSG,Japan,33.14970016,130.302002
HSH,United States,35.97280121,-115.1340027
HSK,Spain,42.0760994,-0.3166669905
HSL,United States,65.69789886,-156.3509979
HSM,Australia,-36.66970062,142.1730042
HSN,China,29.93420029,122.3619995
HSS,India,29.17939949,75.75530243
HST,United States,25.48859978,-80.38359833
HSV,United States,34.6371994,-86.77510071
HSZ,Taiwan,24.81800079,120.939003
HTA,Russia,52.026299,113.306
HTG,Russia,71.97810364,102.4909973
HTI,Australia,-20.35810089,148.9519959
HTL,United States,44.359798,-84.671095
HTN,China,37.03850174,79.86489868
HTR,Japan,24.05890083,123.8059998
HTS,United States,38.36669922,-82.55799866
HTT,China,38.201984,90.841495
HTU,Australia,-35.71530151,142.3600006
HTV,United States,30.74690056,-95.58719635
HTY,Turkey,36.36277771,36.28222275
HUA,United States,34.67869949,-86.68479919
HUE,Ethiopia,14.25,36.58300018
HUF,United States,39.4515,-87.307602
HUH,French Polynesia,-16.68720055,-151.0220032
HUI,Vietnam,16.4015007,107.7030029
HUL,United States,46.12310028,-67.792099
HUN,Taiwan,24.0230999,121.6179962
HUO,China,45.487222,119.407222
HUQ,Libya,29.11009979,15.96560001
HUS,United States,66.04109955,-154.2630005
HUT,United States,38.06549835,-97.86060333
HUU,Peru,-9.878809929,-76.20480347
HUV,Sweden,61.76810074,17.08069992
HUW,Brazil,-7.532120228,-63.07210159
HUX,Mexico,15.7753,-96.262604
HUY,United Kingdom,53.57440186,-0.3508329988
HUZ,China,23.04999924,114.5999985
HVA,Madagascar,-14.62969971,47.76380157
HVB,Australia,-25.31889915,152.8800049
HVD,Mongolia,47.95410156,91.62819672
HVG,Norway,71.00969696,25.98360062
HVN,United States,41.26369858,-72.88680267
HVR,United States,48.54299927,-109.762001
HVS,United States,34.40309906,-80.11920166
HWD,United States,37.65919876,-122.1220016
HWN,Zimbabwe,-18.62989998,27.02099991
HWO,United States,26.0012,-80.2407
HXD,China,37.125286,97.268658
HXX,Australia,-34.53139877,144.8300018
HYA,United States,41.66930008,-70.28040314
HYC,United Kingdom,51.61169815,-0.8083329797
HYD,India,17.23131752,78.42985535
HYG,United States,55.20629883,-132.8280029
HYN,China,28.56220055,121.4290009
HYR,United States,46.02519989,-91.44429779
HYS,United States,38.84220123,-99.27320099
HYV,Finland,60.65439987,24.8810997
HZB,France,50.61840057,2.642240047
HZG,China,33.134136,107.206014
HZH,China,26.32217,109.1499
HZK,Iceland,65.952301,-17.426001
HZL,United States,40.98680115,-75.99490356
HZP,Canada,57.38169861,-111.7009964
IAA,Russia,67.43720245,86.62190247
IAB,United States,37.62189865,-97.26820374
IAD,United States,38.94449997,-77.45580292
IAG,United States,43.1072998,-78.94619751
IAH,United States,29.9843998,-95.34140015
IAM,Algeria,28.0515,9.64291
IAN,United States,66.97599792,-160.4369965
IAO,Philippines,9.8591,126.014
IAR,Russia,57.56069946,40.15739822
IAS,Romania,47.17850113,27.62059975
IBA,Nigeria,7.362460136,3.978329897
IBB,Ecuador,-0.942628026,-90.95300293
IBE,Colombia,4.42161,-75.1333
IBP,Peru,-11.41160011,-69.48870087
IBR,Japan,36.18109894,140.4149933
IBZ,Spain,38.8728981,1.37311995
ICC,Venezuela,10.794432,-63.98159
ICI,Fiji,-17.74329948,-179.3419952
ICK,Suriname,5.955560207,-57.03939819
ICN,South Korea,37.46910095,126.4509964
ICT,United States,37.649899,-97.433098
IDA,United States,43.514599,-112.070999
IDP,United States,37.15840149,-95.77839661
IDR,India,22.72179985,75.80110168
IDY,France,46.71860123,-2.391109943
IEG,Poland,52.13850021,15.7986002
IEJ,Japan,26.72200012,127.7850037
IES,Germany,51.29360962,13.35611057
IEV,Ukraine,50.40194,30.45194
IFH,Iran,32.92890167,51.56110001
IFJ,Iceland,66.05809784,-23.13529968
IFL,Australia,-17.55940056,146.0119934
IFN,Iran,32.75080109,51.86130142
IFO,Ukraine,48.88420105,24.68610001
IFU,Maldives,5.7083,73.025
IGA,Bahamas,20.97500038,-73.66690063
IGB,Argentina,-41.32089996,-69.57489777
IGD,Turkey,39.97662735,43.87664795
IGG,United States,59.32400131,-155.9019928
IGL,Turkey,38.51300049,27.01009941
IGR,Argentina,-25.737301,-54.4734
IGS,Germany,48.71569824,11.5340004
IGT,Russia,43.32229996,45.01259995
IGU,Brazil,-25.60027885,-54.48500061
IHC,Mozambique,-25.9971447,32.92935181
IHR,Iran,27.23609924,60.72000122
IIA,Ireland,53.0929985,-9.568059921
IIL,Iran,33.58660126,46.40480042
IJK,Russia,56.8280983,53.45750046
IKA,Iran,35.41609955,51.15219879
IKB,United States,36.22280121,-81.09829712
IKI,Japan,33.74900055,129.7850037
IKK,United States,41.07139969,-87.84629822
IKL,Congo (Kinshasa),-1.048109,23.372501
IKO,United States,52.9416008,-168.848999
IKS,Russia,71.6977005,128.9029999
IKT,Russia,52.26800156,104.3889999
IKU,Kyrgyzstan,42.58792,76.713046
ILA,Indonesia,-3.97648,137.6225
ILD,Spain,41.728185,0.535023
ILF,Canada,56.06140137,-95.61389923
ILG,United States,39.67869949,-75.60649872
ILI,United States,59.75439835,-154.9109955
ILM,United States,34.27059937,-77.90260315
ILN,United States,39.42789841,-83.792099
ILO,Philippines,10.833017,122.493358
ILP,New Caledonia,-22.58889961,167.4559937
ILQ,Peru,-17.69499969,-71.34400177
ILR,Nigeria,8.440210342,4.493919849
